utility_id,utility_name,plant_code,plant_name,street_address,city,state,zip,county,latitude,longitude,nerc_region,balancing_authority_code,balancing_authority_name,name_of_water_source,primary_purpose_naics_code,regulatory_status,sector,sector_name,ferc_cogeneration_status,ferc_cogeneration_docket_number,ferc_small_power_producer_status,ferc_small_power_producer_docket_number,ferc_exempt_wholesale_generator_status,ferc_exempt_wholesale_generator_docket_number,ash_impoundment,ash_impoundment_lined,ash_impoundment_status,transmission_or_distribution_system_owner,transmission_or_distribution_system_owner_id,transmission_or_distribution_system_owner_state,grid_voltage_kv,grid_voltage_2_kv,grid_voltage_3_kv,energy_storage,natural_gas_ldc_name,natural_gas_pipeline_name_1,natural_gas_pipeline_name_2,natural_gas_pipeline_name_3,pipeline_notes,natural_gas_storage,liquefied_natural_gas_storage
56592,Idaho Wind Partners 1 LLC,56435,Golden Valley Wind Park LLC,605 S 600 W,Burley,ID,83318,Cassia,42.436804,-113.925536,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,05-89-000,N,,N,X,,Idaho Power Co,9191,ID,12.5, , ,N,,,,,,X,X
56592,Idaho Wind Partners 1 LLC,56437,Milner Dam Wind Park LLC,Section 26 Twp 10S Range 20E,Burley,ID,83318,Cassia,42.460629,-114.017297,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,06-7-000,N,,N,X,,Idaho Power Co,9191,ID,34.5, , ,N,,,,,,X,X
56592,Idaho Wind Partners 1 LLC,56439,Oregon Trail Wind Park,289 E 5900 N,Hagerman,ID,83332,Twin Falls,42.840556,-114.989722,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,05-60-000,N,,N,X,,Idaho Power Co,9191,ID,138, , ,N,,,,,,X,X
56592,Idaho Wind Partners 1 LLC,56440,Pilgrim Stage Wind Park,Section 31 Twp 7 S Range 12 E,Hagerman,ID,83332,Twin Falls,42.7975,-114.998611,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,05-25-000,N,,N,X,,Idaho Power Co,9191,ID,34.5, , ,N,,,,,,,
56592,Idaho Wind Partners 1 LLC,56441,Salmon Falls Wind Park,Section 30 Twp 08S Range 13E,Hagerman,ID,83332,Twin Falls,42.681944,-114.989167,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,06-8-000,N,,N,X,,Idaho Power Co,9191,ID,34.5, , ,N,,,,,,X,
56592,Idaho Wind Partners 1 LLC,56442,Thousand Springs Wind Park,Section 19 Twp 6 Range 13E,Hagerman,ID,83332,Twin Falls,42.870278,-114.967778,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,05-56-000,N,,N,X,,Idaho Power Co,9191,ID,138, , ,N,,,,,,X,X
56592,Idaho Wind Partners 1 LLC,56443,Tuana Gulch Wind Park,Section 19 Twp 7 Range 12 E,Hagerman,ID,83332,Twin Falls,42.836854,-114.969342,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,05-59-000,N,,N,X,,Idaho Power Co,9191,ID,138, , ,N,,,,,,,
50123,"Leeward Asset Management, LLC",56446,Buena Vista Energy LLC,7601 Byron Hot Springs Rd,Byron,CA,94514,Contra Costa,37.805,-121.6672,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,N,,Y,86-391-001,Y,07-26-000,N,X,,Pacific Gas & Electric Co,14328,CA,230, , ,N,,,,,,N,N
57170,"EDF Renewable Asset Holdings, Inc.",56447,Hawi Wind Farm,Upol 8 Road,Hawi,HI,96719,Hawaii,20.257252,-155.850382,,,,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Hawaii Electric Light Co Inc,8287,HI,31.5, , ,N,,,,,,X,
59155,"Evergreen Wind, LLC",56448,Mars Hill Wind Farm Project,34 Tower Road,Mars Hill,ME,4758,Aroostook,46.54422,-67.8111,NPCC,NBSO,New Brunswick System Operator,,22,NR,2,IPP Non-CHP,N,,Y,06-315,Y,06-11,N,X,,Emera Maine,1179,ME,69, , ,N,,,,,,,
59155,"Evergreen Wind, LLC",56449,Kaheawa Pastures Wind Farm Hybrid,Maalaea,Maalaea,HI,96753,Maui,20.81421,-156.551,,,,,22,NR,2,IPP Non-CHP,N,,Y,QF05-71,N,,N,X,,Maui Electric Co Ltd,11843,HI,69, , ,N,,,,,,,
50123,"Leeward Asset Management, LLC",56450,GSG LLC,2612 Shady Oaks Road,West Brooklyn,IL,61378,Lee,41.643611,-89.173056,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,Y,06-348-000,Y,06-83-000,N,X,,Commonwealth Edison Co,4110,IL,34.5, , ,N,,,,,,N,N
50123,"Leeward Asset Management, LLC",56451,Allegheny Ridge Wind Farm,1501 Gillespie Ave,Portage,PA,15946,Cambria,40.383889,-78.579444,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,06-75-000,N,X,,Pennsylvania Electric Co,14711,PA,230, , ,N,,,,,,N,N
54870,FPL Energy Red Canyon LLC,56457,Post Wind Farm LP,423 Country Road,Fluvanna,TX,79517,Borden,32.92544,-101.219397,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Brazos Electric Power Coop Inc,2172,,138, , ,N,,,,,,X,X
15399,Avangrid Renewables LLC,56459,MinnDakota Wind LLC,21006 486th Avenue,Ivanhoe,MN,57026,Lincoln,44.2667,-96.3444,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,06-81-000,,X,,Northern States Power Co - Minnesota,13781,MN,115, , ,N,,,,,,,
15399,Avangrid Renewables LLC,56460,Twin Buttes Wind Project,31965 county Road,Lamar,CO,81052,Bent,37.6735,-102.8622,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,Y,07-15-000,,X,,Public Service Co of Colorado,15466,CO,230, , ,N,,,,,,,
14354,PacifiCorp,56466,Marengo Wind Plant,336 McGee Rd,Dayton,WA,99328,Columbia,46.3747,-117.7772,WECC,PACW,PacifiCorp - West,,22,RE,1,Electric Utility,N,,N,,N,,,X,,PacifiCorp,14354,WA,230, , ,N,,,,,,,
15399,Avangrid Renewables LLC,56468,Klondike Windpower III,99436 Klondike Lane,Wasco,OR,97065,Sherman,45.5836,-120.5042,WECC,AVRN,Avangrid Renewables LLC,,22,NR,2,IPP Non-CHP,N,,N,,Y,06-9-000,,X,,Bonneville Power Administration,1738,OR,230, , ,N,,,,,,,
15399,Avangrid Renewables LLC,56470,Locust Ridge,270 Brandonville Rd,Mahanoy City,PA,17948,Schuylkill,40.855,-76.1292,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,PPL Electric Utilities Corp,14715,PA,69, , ,N,,,,,,,
56215,RWE Renewables Americas LLC,56479,Sand Bluff Wind Farm,893 N. McDonald Rd,Big Spring,TX,79720,Glasscock,31.991442,-101.302637,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-33,N,X,,Oncor Electric Delivery Company LLC,44372,TX,138, , ,N,,,,,,N,X
54759,Mesquite Wind LLC,56483,Post Oak Wind LLC,299 FM 604,Abilene,TX,79601,Shackelford,32.5144,-99.6564,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-38,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,,
19740,AES Wind Generation Inc,56484,Buffalo Gap 2 Wind Farm,10718 FM 89,Merkel,TX,79536,Nolan,32.318221,-100.176986,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,AEP Texas Central Company,3278,TX,34, , ,N,,,,,,,
15248,Portland General Electric Co,56485,Biglow Canyon Wind Farm,96900 Herin Lane,Wasco,OR,97065,Sherman,45.653745,-120.603414,WECC,PGE,Portland General Electric Company,,22,RE,1,Electric Utility,N,,N,,N,,N,X,,Bonneville Power Administration,1738,OR,230, , ,N,,,,,,N,
55907,White Creek Wind 1 LLC,56487,White Creek Wind Farm,1131 Dot Road,Roosevelt,WA,99356,Klickitat,45.815467,-120.341883,WECC,BPAT,Bonneville Power Administration,,22,NR,2,IPP Non-CHP,N,,N,,Y,06-70-000,N,X,,PUD No 1 of Klickitat County,10393,WA,230, , ,N,,,,,,X,X
55886,Smoky Hills Wind Farm I LLC,56488,Smoky Hills Wind Project Phase I,223 North Highway 14,Lincoln,KS,67455,Lincoln,38.879936,-98.160159,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,Y,07-83-000,,X,,Westar Energy Inc,22500,KS,230, , ,N,,,,,,,
49893,Invenergy Services LLC,56493,Buffalo Mountain Energy Center,1980 Windrock Rd,Oliver Springs,TN,37840,Anderson,36.127092,-84.344168,SERC,TVA,Tennessee Valley Authority,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Tennessee Valley Authority,18642,TN,161, , ,N,,,,,,,
54904,High Prairie Wind Farm II LLC,56494,Prairie Star Wind Farm,308 4th Ave NE,Grand Meadow,MN,55936,Mower,43.6861,-92.6272,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-19-000,,X,,ITC Transmission,56068,,161, , ,N,,,,,,,
64536,Clearway Energy Operating LLC,56495,NedPower Mount Storm,1453 Power Station Hwy,Mount Storm,WV,26739,Grant,39.2175,-79.2094,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,02-147000,N,X,,Virginia Electric & Power Co,19876,VA,500, , ,N,,,,,,X,X
12341,MidAmerican Energy Co,56501,Pomeroy Wind Farm,13411 630th St,Fonda,IA,50540,Pocahontas,42.5842,-94.7467,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,N,X,,MidAmerican Energy Co,12341,IA,161, , ,N,,,,,,,
49893,Invenergy Services LLC,56506,Scurry County Wind LP,6543 E Hwy 180,Snyder,TX,79549,Scurry,32.7204,-100.9952,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Oncor Electric Delivery Company LLC,44372,TX,138, , ,N,,,,,,,
55734,"Cow Branch Wind Power, LLC",56536,Cow Branch,21225 US Highway 136,Tarkio,MO,64491,Atchison,40.4535,-95.4683,SERC,AECI,"Associated Electric Cooperative, Inc.",,22,NR,2,IPP Non-CHP,N,,Y,07-253-000,N,,N,X,,"Associated Electric Coop, Inc",924,,69, , ,N,,,,,,,
55735,"CR Clearing, LLC",56537,Conception,33513 State Hwy J,Stanberry,MO,64499,Nodaway,40.2572,-94.6722,SERC,AECI,"Associated Electric Cooperative, Inc.",,22,NR,2,IPP Non-CHP,N,,Y,07-248-000,N,,N,X,,"Associated Electric Coop, Inc",924,,69, , ,N,,,,,,,
55736,Loess Hills Wind Farm LLC,56538,Loess Hills,907 West 4th St,Rock Port,MO,64482,Atchison,40.4144,-95.54,SERC,AECI,"Associated Electric Cooperative, Inc.",,22,NR,2,IPP Non-CHP,N,,Y,07-241-000,N,,N,X,,City of Rockport - (MO),40382,MO,12.47, , ,N,,,,,,X,X
62005,Eastridge Wind Project,56543,Eastridge Wind Project,401 Lone Tree Street,Porter,MN,56280,Murray,43.9358,-95.9222,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,Y,05-95-000,N,X,,Northern States Power Co - Minnesota,13781,MN,69, , ,N,,,,,,X,X
60661,Midwest Power Partners LLC,56544,Windom Wind Project,50601 365th Street,Bingham Lake,MN,56118,Cottonwood,43.9578,-95.1306,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,"06-45-000,40,3,41,46,47,43,42,44,38,39,49",N,,N,X,,Interstate Power and Light Co,9417,MN,69, , ,N,,,,,,X,X
55737,"Wind Capital Holdings, LLC",56555,Bluegrass Ridge,4288 480th Rd,King City,MO,64463,Gentry,40.1006,-94.4869,SERC,AECI,"Associated Electric Cooperative, Inc.",,22,NR,2,IPP Non-CHP,N,,Y,07-222-000,N,,N,X,,"Associated Electric Coop, Inc",924,,161, , ,N,,,,,,X,X
64408,Stockyard Wind,56560,Porterhouse Wind (4) LLC,9489 County Rd. H,Gruver,TX,79040,Hansford,36.4144,-101.3864,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,03-13-000,N,,N,X,,Southwestern Public Service Co,17718,TX,115, , ,N,,,,,,N,X
64408,Stockyard Wind,56561,Filet Wind (5) LLC,6700 US Hwy 54,Stratford,TX,79084,Sherman,36.4453,-101.8761,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,06-289-000,N,,N,X,,Southwestern Public Service Co,17718,TX,34.5, , ,N,,,,,,N,X
64408,Stockyard Wind,56562,Tenderloin Wind (6) LLC,15090 FM 119,Texhoma,TX,73960,Sherman,36.4669,-101.8222,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,Y,06-290-001,N,,,X,,Southwestern Public Service Co,17718,TX,34.5, , ,N,,,,,,N,X
55785,FPL Peetz Table Wind Energy,56563,Peetz Table Wind Energy,9500 County Rd. 78,Peetz,CO,80747,Logan,40.986,-103.436,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,Y,07-875-000,,X,,Public Service Co of Colorado,15466,CO,230, , ,N,,,,,,X,X
2770,Terra-Gen Operating Co-Wind,56570,Terra-Gen VG Wind LLC,13000 Jameson Road,Tehachapi,CA,93561,Kern,35.1161,-118.3789,WECC,CISO,California Independent System Operator,,22,NR,2,IPP Non-CHP,N,,Y,99-92-001,N,,,X,,Southern California Edison Co,17609,CA,66.6, , ,N,,,,,,X,X
54799,FPL Energy Oliver County Wind II LLC,56573,FPL Energy Oliver Wind II LLC,1851 33rd Ave; SW,Center,ND,58530,Oliver,47.152847,-101.197716,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,"ALLETE, Inc.",12647,MN,230, , ,N,,,,,,X,X
59155,"Evergreen Wind, LLC",56575,Steel Winds Wind Farm,1951 Hamburg Turnpike,Lackawanna,NY,12418,Erie,42.8167,-78.8675,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,Y,QF07-39,Y,13-15,N,X,,Niagara Mohawk Power Corp.,13573,NY,115, , ,N,,,,,,,
55832,Shane's Wind Machine LLC,56577,Shane's Wind Machine,1631 211th Street,Ruthton,MN,56170,Pipestone,44.1508,-96.1361,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-247-000,N,,N,X,,Northern States Power Co - Minnesota,13781,MN,34.5, , ,N,,,,,,,
56807,Moore 1,56580,Blue Breezes LLC,11751 357th Ave.,Blue Earth,MN,56013,Faribault,43.6558,-94.1536,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-242-000,N,,N,X,,Blue Earth Light & Water,1883,MN,12.47, , ,N,,,,,,X,X
56807,Moore 1,56581,Blue Breezes II LLC,11751 357th Ave.,Blue Earth,MN,56013,Faribault,43.6558,-94.1564,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-243-000,N,,N,X,,Blue Earth Light & Water,1883,MN,12.47, , ,N,,,,,,X,X
60661,Midwest Power Partners LLC,56586,Sunset Breeze LLC,28431 King Avenue,Rushmore,MN,56168,Nobles,43.5811,-95.78,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-226-000,Y,05-87-000,,X,,Great River Energy,7570,,69, , ,N,,,,,,N,N
60661,Midwest Power Partners LLC,56587,Minnesota Breeze LLC,28431 King Avenue,Rushmore,MN,56168,Nobles,43.5833,-95.7781,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-224-000,Y,07-223,,X,,Nobles Cooperative Electric,13684,MN,69, , ,N,,,,,,,
60661,Midwest Power Partners LLC,56588,G Flow Wind LLC,28431 King Avenue,Rushmore,MN,56168,Nobles,43.586111,-95.776111,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-223-000,Y,05-83-000,,X,,Nobles Cooperative Electric,13684,MN,69, , ,N,,,,,,,
60661,Midwest Power Partners LLC,56589,Wolf Wind Enterprises LLC,28431 King Avenue,Rushmore,MN,56168,Nobles,43.581111,-95.775833,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-25-000,Y,05-86-000,,X,,Nobles Cooperative Electric,13684,MN,69, , ,N,,,,,,,
60661,Midwest Power Partners LLC,56590,Green Acres Breeze LLC,28431 King Avenue,Rushmore,MN,56168,Nobles,43.586111,-95.780278,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-227-000,Y,05-84-000,,X,,Nobles Cooperative Electric,13684,MN,69, , ,N,,,,,,,
61185,Cycle Power Partners,56591,Horseshoe Bend Wind Park,316 McIver Road,Great Falls,MT,59404,Cascade,47.4983,-111.4392,WECC,NWMT,NorthWestern Energy (NWMT),,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,NorthWestern Energy LLC - (MT),12825,MT,34.5, , ,N,,,,,,N,N
56215,RWE Renewables Americas LLC,56592,Champion Wind Farm LLC,1100 County Rd. 140,Roscoe,TX,79545,Nolan,32.3983,-100.6481,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-77,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,56593,Roscoe Wind Farm LLC,5722 County Rd. 466,Roscoe,TX,79545,Nolan,32.4694,-100.6664,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-78,N,X,,Oncor Electric Delivery Company LLC,44372,TX,345, , ,N,,,,,,N,X
56215,RWE Renewables Americas LLC,56594,Munnsville Wind Farm LLC,2244 Elm Street,Madison,NY,13310,Madison,42.9086,-75.5697,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,Y,07-73,N,X,,New York State Elec & Gas Corp,13511,NY,46, , ,N,,,,,,N,X
55847,Snyder Wind Farm LLC,56602,Snyder Wind Farm,County Rd 1121,Synder,TX,79549,Scurry,32.739294,-100.738949,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,"Big Country Electric Coop, Inc",1591,TX,69, , ,N,,,,,,,
55799,FPL Energy Langdon Wind LLC,56605,"Langdon Renewables, LLC",10810 Hwy LLC,Langdon,ND,58249,Cavalier,48.63,-98.315,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,"Minnkota Power Coop, Inc",12658,,230, , ,N,,,,,,,
1307,Basin Electric Power Coop,56607,Prairie Winds ND1,Hwy 281,Minot,ND,58701,Ward,47.933621,-101.269189,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,N,,N,,N,X,,WAPA-- Western Area Power Administration,27000,ND,115, , ,N,,,,,,X,X
1307,Basin Electric Power Coop,56608,Prairie Winds SD1,Hwy 83,Crow Lake,SD,57382,Jerauld,43.886389,-98.7875,MRO,SWPP,Southwest Power Pool,,22,RE,1,Electric Utility,N,,N,,N,,N,X,,WAPA-- Western Area Power Administration,27000,SD,230, , ,N,,,,,,X,X
55862,Logan Wind Energy LLC,56613,Logan Wind Energy,9500 County Road 78,Peetz,CO,80747,Logan,40.941,-103.259,WECC,PSCO,Public Service Company of Colorado,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Public Service Co of Colorado,15466,CO,230, , ,N,,,,,,X,X
55866,Old Trail Wind Farm LLC,56614,Old Trail Wind Farm,13682N 2900 East Road,Ellsworth,IL,61737,McLean,40.4792,-88.7989,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,EG06-34,N,X,,Commonwealth Edison Co,4110,IL,345, , ,N,,,,,,,
57170,"EDF Renewable Asset Holdings, Inc.",56617,Fenton Wind Farm,729 21 St. Street,Chandler,MN,56122,Murray,43.852778,-96.018333,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Northern States Power Co - Minnesota,13781,MN,34.5, , ,N,,,,,,,
63858,"Valcour Operating Services, LLC",56618,Clinton,386 Ryan Road,Churubusco,NY,12923,Clinton,44.8914,-74.0061,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,New York Power Authority,15296,,230, , ,N,,,,,,,
63858,"Valcour Operating Services, LLC",56619,Ellenburg,386 Ryan Road,Churubusco,NY,12923,Clinton,44.8914,-74.0061,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,New York Power Authority,15296,,230, , ,N,,,,,,,
63858,"Valcour Operating Services, LLC",56620,Bliss,7740 Cadwell Road,Bliss,NY,14024,Wyoming,42.5367,-78.3047,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Village of Arcade - (NY),122,NY,115, , ,N,,,,,,,
59883,NRG Energy Gas & Wind Holdings Inc,56621,Sleeping Bear LLC,Route 2 Box 152,Woodward,OK,73801,Harper,36.640278,-99.500556,MRO,SWPP,Southwest Power Pool,,22,NR,2,IPP Non-CHP,N,,N,,Y,"ER05-1282, ER98-4643, EG98-52",N,X,,"Western Farmers Elec Coop, Inc",20447,,138, , ,N,,,,,,,
15399,Avangrid Renewables LLC,56622,Providence Heights Wind LLC,8547 Wyanet Walnut Road,Tiskilwa,IL,61368,Bureau,41.2294,-89.5572,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,Commonwealth Edison Co,4110,IL,138, , ,N,,,,,,,
55880,Telocaset Wind Power Partners,56623,Elkhorn Valley Wind Farm,53777 OR Highway 237,Union,OR,97883,Union,45.085221,-117.816273,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Idaho Power Co,9191,OR,230, , ,N,,,,,,X,X
57158,Ewington Wind Project,56624,BC Energy LLC,1800 South Shore Drive,Worthington,MN,56187,Jackson,43.6183,-95.4253,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-219-000,N,,N,X,,Great River Energy,7570,MN,69, , ,N,,,,,,X,X
57158,Ewington Wind Project,56625,KC Energy LLC,1800 South Shore Drive,Worthington,MN,56187,Jackson,43.6292,-95.4169,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-218-000,N,,N,X,,Great River Energy,7570,MN,69, , ,N,,,,,,X,X
57158,Ewington Wind Project,56626,K&D Energy LLC,32804 780th Street,Worthington,MN,56187,Jackson,43.6181,-95.4172,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-217-000,N,,N,X,,Great River Energy,7570,MN,69, , ,N,,,,,,X,X
57158,Ewington Wind Project,56627,KSS Turbines LLC,38110 908th Street,Worthington,MN,56187,Jackson,43.6247,-95.4314,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-220-000,N,,N,X,,Great River Energy,7570,MN,69, , ,N,,,,,,X,X
57158,Ewington Wind Project,56628,Prairie Wind Power LLC,32804 780th Street,Worthington,MN,56187,Jackson,43.5958,-95.3833,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-216-000,N,,N,X,,Great River Energy,7570,,69, , ,N,,,,,,X,X
12647,"ALLETE, Inc.",56630,Taconite Ridge 1 Wind Energy Center,Hwy 53 & St Louis Cty Hwy 102,Mountain Iron,MN,55768,St Louis,47.5747,-92.5917,MRO,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,RE,1,Electric Utility,N,,N,,N,,,X,,"ALLETE, Inc.",12647,MN,115, , ,N,,,,,,X,X
59155,"Evergreen Wind, LLC",56633,Dutch Hill Wind Project,11219 Dutch Hill Road,Cohocton,NY,14826,Steuben,42.5456,-77.4967,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,Y,EG09-27,N,X,,New York State Elec & Gas Corp,13511,NY,230, , ,N,,,,,,,
59155,"Evergreen Wind, LLC",56634,Cohocton Wind Project,Brown Road,Cohocton,NY,14826,Steuben,42.45,-77.52,NPCC,NYIS,New York Independent System Operator,,22,NR,2,IPP Non-CHP,N,,N,,Y,EG09-26,N,X,,New York State Elec & Gas Corp,13511,NY,230, , ,N,,,,,,,
55873,"Harvest Windfarm, LLC",56635,Harvest,250 N Maxwell Road,Elkton,MI,48731,Huron,43.83,-83.2064,RFC,MISO,"Midcontinent Independent Transmission System Operator, Inc..",,22,NR,2,IPP Non-CHP,N,,Y,07-29-000,N,,N,X,,ITC Interconnection LLC,60744,,120, , ,N,,,,,,X,X
55891,"Hot Springs Windfarm, LLC",56636,Mountain Home,18645 Old Oregon Trail Road,Mountain Home,ID,83623,Elmore,43.0272,-115.4656,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,07-37-000,N,,N,X,,Idaho Power Co,9191,ID,138, , ,N,,,,,,X,X
55890,Bennett Creek Windfarm LLC,56637,Bennett Creek Windfarm LLC - Mountain Home,9505 SE Donetta Drive,Mountain Home,ID,83623,Elmore,43.0536,-115.4803,WECC,IPCO,Idaho Power Company,,22,NR,2,IPP Non-CHP,N,,Y,07-36-000,N,,N,X,,Idaho Power Co,9191,ID,138, , ,N,,,,,,X,X
19740,AES Wind Generation Inc,56638,Buffalo Gap 3 Wind Farm,4220-A FM 126,Nolan,TX,79537,Nolan,32.2878,-100.1,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,,X,,AEP Texas Central Company,3278,TX,34, , ,N,,,,,,,
55931,Orion Energy Group LLC,56640,Camp Grove Wind Farm,17933 Township Road 800N,Wyoming,IL,61491,STARK,41.090583,-89.639811,RFC,PJM,"PJM Interconnection, LLC",,22,NR,2,IPP Non-CHP,N,,N,,Y,07-1136,N,X,,Commonwealth Edison Co,4110,IL,138, , ,N,,,,,,N,N
49893,Invenergy Services LLC,56644,Stanton Wind Energy LLC,2646 State Highway 137,Lenorah,TX,79749,Martin,32.2353,-101.8367,TRE,ERCO,"Electric Reliability Council of Texas, Inc.",,22,NR,2,IPP Non-CHP,N,,N,,N,,N,X,,Oncor Electric Delivery Company LLC,44372,TX,138, , ,N,,,,,,,
