Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Azimuth Angle,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
16572,Salt River Project,141,Agua Fria,AZ,Maricopa,PV-3,OA,Solar Photovoltaic,PV,Electric Utility,1,0.2,0.2,0.2,6,2001,,Y,,,,,,,,,180,33.4,0.3,Y,,,,,,N, ,N, 
18454,Tampa Electric Co,645,Big Bend,FL,Hillsborough,1,OP,Solar Photovoltaic,PV,Electric Utility,1,19.8,19.8,19.8,2,2017,,Y,,,,N,,,,,180, ,23,,Y,,,,,N, ,N, 
7095,City of Geneseo - (IL),944,Geneseo,IL,Henry,12,OP,Solar Photovoltaic,PV,Electric Utility,1,1.2,0.9,0.9,8,2015,,N,,Y,,,,,,,180,30,1.2,Y,,,,,,N, ,N, 
16179,Rochelle Municipal Utilities,960,North Ninth Street,IL,Ogle,SOL1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.3,0.3,0.3,11,2014,,N,,Y,,,,,,,180,25,0.3,Y,,,,,,Y,0.3,N, 
6235,Fayetteville Public Works Commission,1016,Butler-Warner Generation Plant,NC,Cumberland,10,OP,Solar Photovoltaic,PV,Electric Utility,1,1,1,1,6,2019,,,,Y,,,,,,,180,25,1,Y,,,,,,N, ,N, 
14201,City of Osage - (IA),1172,Osage (IA),IA,Mitchell,SO,OP,Solar Photovoltaic,PV,Electric Utility,1,0.8,0.8,0.1,11,2016,,,,Y,,,,,,,35,35,0.9,Y,,,,,,N, ,N, 
10171,Kentucky Utilities Co,1355,E W Brown,KY,Mercer,SOLAR,OP,Solar Photovoltaic,PV,Electric Utility,1,13,10,10,5,2016,,,,Y,,,,,,,180,16,14.1,Y,,,,,,N, ,N, 
6779,City of Fremont - (NE),2240,Lon Wright,NE,Dodge,SLR1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.3,1.3,1.3,3,2018,,Y,,N,,,,,,,180, ,1.5,Y,,,,,,N, ,N, 
6779,City of Fremont - (NE),2240,Lon Wright,NE,Dodge,SLR2,OP,Solar Photovoltaic,PV,Electric Utility,1,1,1,1,9,2018,,Y,,N,,,,,,,180, ,1.2,Y,,,,,,N, ,N, 
61919,Kimura Power LLC,2854,Yankee Street,OH,Montgomery,YS1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,3,2010,,,,Y,,,,,,,180,25,2.5,Y,,Y,,,,N, ,N, 
14063,Oklahoma Gas & Electric Co,2953,Mustang,OK,Canadian,SLR1,OP,Solar Photovoltaic,PV,Electric Utility,1,2.5,2.5,2.5,8,2015,,Y,,Y,,,,,,,180,25,3,Y,,,,,,N, ,N, 
56211,Evergy Missouri West,6074,Greenwood (MO),MO,Jackson,5,OP,Solar Photovoltaic,PV,Electric Utility,1,3,3,3,6,2016,,,,Y,,,,,,,185,15,3.6,Y,,,,,,N, ,N, 
11806,Massachusetts Mun Wholes Electric Co,6081,Stony Brook,MA,Hampden,5051S,OP,Solar Photovoltaic,PV,Electric Utility,1,6.9,6.9,6.9,6,2018,,,,Y,,,,,,,166,20,10.4,,Y,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV2,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV3,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV4,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV5,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV6,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,Y,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV7,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
10451,Kotzebue Electric Assn Inc,6304,Kotzebue Hybrid,AK,NORTHWEST ARCTIC,PV8,OP,Solar Photovoltaic,PV,Electric Utility,1,0.1,0.1,0.1,7,2020,,,,Y,,,,,,,180,45,0.1,Y,,,,,,N, ,N, 
24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,SGSS,OP,Solar Photovoltaic,PV,Electric Utility,1,3.7,3.7,3.7,5,2001,,,,Y,,,,,,,180,25,4.6,Y,Y,,,,,N, ,N, 
24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,SGSS1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.4,1.4,1.4,12,2010,,,,Y,,,,,,,180,25,1.8,Y,,,,,,N, ,N, 
24211,Tucson Electric Power Co,8223,Springerville,AZ,Apache,WMS,OP,Solar Photovoltaic,PV,Electric Utility,1,8.3,8.3,8.3,12,2014,N,Y,,N,,,,,,,180,25,10,Y,,,,,,N, ,N, 
7049,General Electric Aircraft Engines,10029,General Electric Aircraft Engines,MA,Essex,PV,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,2.1,2.1,2.1,5,2017,,,,Y,,,,,,,180,25,2.1,Y,,,,,,N, ,N, 
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,SOLAR,OP,Solar Photovoltaic,PV,Industrial CHP,7,0.5,0.4,0.4,12,2005,,,,Y,,,,,,,229,5,0.5,Y,,,,,,N, ,N, 
49846,Covanta Honolulu Resource Recovery,10334,H Power,HI,Honolulu,PV1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,2.9,3.6,3.3,6,2020,,,Y,N,Y,,,,,, , ,3.6,,,,Y,,,N, ,N, 
60246,"Sunray Energy 2, LLC",10437,Sunray 2,CA,San Bernardino,SUN2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20,20,18.5,6,2017,,Y,,,,,,,,,180, ,26.9,Y,,,,,,N, ,N, 
60247,Sunray Energy 3 LLC,10438,Sunray 3,CA,San Bernardino,SUN3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.8,13.8,13,6,2017,,Y,,,,,,,,,180, ,17.2,Y,,,,,,N, ,N, 
61950,Terra-Gen Operating Co-Solar,10446,SEGS IX,CA,San Bernardino,GEN1,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,92,88,64,9,1990,Y,Y,,,,Y,,,,, , , ,,,,,,,X, ,X, 
11427,Massachusetts Wtr Rauth-Deer I,10823,Deer Island Treatment Plant,MA,Suffolk,PV101,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,0.1,0.1,5,2008,,N,,Y,,,,,,,180,15,0.7,Y,,,,,,N, ,N, 
16625,San Diego State University,50061,San Diego State University,CA,San Diego,GEN5,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,0.1,0.1,9,2009,,,,Y,,,,,,,185,35,0.1,Y,,,,,,Y,0.1,N, 
16625,San Diego State University,50061,San Diego State University,CA,San Diego,GEN6,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,0.3,0.2,10,2011,,,,Y,,,,,,,265,5,0.4,Y,,,,,,Y,0.4,N, 
16625,San Diego State University,50061,San Diego State University,CA,San Diego,GEN7,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.3,0.3,0.2,4,2012,,,,Y,,,,,,,180,15,0.3,Y,,,,,,Y,0.3,N, 
16625,San Diego State University,50061,San Diego State University,CA,San Diego,GEN8,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.1,0.1,0.1,3,2014,,,,Y,,,,,,N,180,10,0.1,Y,,,,,,Y,0.1,N, 
50131,Enel Stillwater LLC,50765,Stillwater Facility,NV,Churchill,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,22,21.8,21.8,4,2012,,,,Y,,,,,,,180,16.2,26.2,Y,,,,,,N, ,N, 
13943,Ocean County Utilities Auth,54569,Bayville Central Facility,NJ,Ocean,CPV1,OP,Solar Photovoltaic,PV,Commercial CHP,5,0.2,0.2,0.1,5,2007,,,,Y,,,,,,,90,10,0.2,Y,,,,,,N, ,N, 
803,Arizona Public Service Co,56228,Prescott Airport,AZ,Yavapai,PV1,OP,Solar Photovoltaic,PV,Electric Utility,1,3,3,3,10,2002,,Y,,,,,,,,,30,30,3.4,Y,,,,,,N, ,N, 
15500,Puget Sound Energy Inc,56322,Wild Horse,WA,Kittitas,WHS1,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,10,2007,,,,Y,,,,,,,180,37,0.5,Y,,,,,,N, ,N, 
55744,Acciona Solar Power,56405,Nevada Solar One,NV,Clark,ONE,OP,Solar Thermal without Energy Storage,ST,IPP Non-CHP,2,75.7,68.5,40,6,2007,,Y,,,,Y,,,,, , , ,,,,,,,X, ,X, 
54902,SunE Alamosa1 LLC,56481,SunE Alamosa,CO,Alamosa,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,12,2007,,Y,,,,,,,,,180,20,1,Y,,,,,,Y,1,N, 
54902,SunE Alamosa1 LLC,56481,SunE Alamosa,CO,Alamosa,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,7.2,6.7,6.7,12,2007,,Y,,,,,,,,,180,20,8.2,Y,,,,,,Y,7.2,N, 
55710,Nevada Gold Mines,56500,Western 102 Power Plant,NV,Storey,PV1,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1,1,1,12,2007,,,,Y,,,,,,,180,21,1.3,Y,,,,,,N, ,N, 
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,Clark,NS1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,4.6,4.6,4.6,10,2007,,Y,,,,,,,,,0,0,4.9,Y,,,,,,N, ,N, 
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,Clark,NS2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,4.9,4.9,4.9,11,2007,,Y,,,,,,,,,0,0,5.2,Y,,,,,,N, ,N, 
56203,Solar Star NAFB LLC,56568,Nellis Air Force Base Solar Array,NV,Clark,NS3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,3.7,3.7,3.7,12,2007,,Y,,,,,,,,,0,0,3.9,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,10,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,11,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55910,Lanai Sustainability Research LLC,56667,Lanai Solar-Electric Plant,HI,Maui,12,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2008,,N,,,N,,,,,Y, , ,0.1,Y,,,,,,N, ,N, 
55961,CalRenew-1 LLC,56768,CalRenew-1,CA,Fresno,CR1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5,5,5,4,2010,,,,Y,,,,,,,198,20,6.3,Y,,,,,,N, ,N, 
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN 1,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140,147.8,147.8,10,2013,,Y,,,,Y,,,,, , , ,,,,,,,N, ,N, 
56023,Arizona Solar One LLC,56812,Solana Generating Station,AZ,Maricopa,GEN2,OP,Solar Thermal with Energy Storage,CP,IPP Non-CHP,2,140,147.8,147.8,10,2013,,Y,,,,Y,,,,, , , ,,,,,,,N, ,N, 
56028,MMA Fresno Power LP,56813,CSU Fresno Solar Project,CA,Fresno,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2007,,,,Y,,,,,,,180,30,0.6,Y,,,,,,Y,0.5,N, 
56028,MMA Fresno Power LP,56813,CSU Fresno Solar Project,CA,Fresno,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2007,,,,Y,,,,,,,180,2,0.6,Y,,,,,,Y,0.5,N, 
56027,MMA LA Power LP,56814,ELACC Photovoltaic Power Facility,CA,Los Angeles,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.4,0.3,5,2008,,,,Y,,,,,,,180,2,0.6,Y,,,,,,Y,0.5,N, 
56027,MMA LA Power LP,56814,ELACC Photovoltaic Power Facility,CA,Los Angeles,PV2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.4,0.3,5,2008,,,,Y,,,,,,,180,2,0.6,Y,,,,,,Y,0.5,N, 
56026,MMA DAS Power,56815,Denver Int Airport,CO,Denver,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.8,9,2008,,Y,,,,,,,,,90, ,2,Y,,,,,,Y,1.8,N, 
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,,180,15,0.6,Y,,,,,,Y,0.3,N, 
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,Los Angeles,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,,180,15,0.4,Y,,,,,,Y,0.3,N, 
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,Los Angeles,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,,180,15,0.4,Y,,,,,,Y,0.3,N, 
56105,MMA WBF Power LP,56862,Bolthouse S&P and Rowen Farms Solar,CA,Los Angeles,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.3,0.3,0.3,11,2008,,Y,,,,,,,,,180,15,0.4,Y,,,,,,Y,0.3,N, 
57170,"EDF Renewable Asset Holdings, Inc.",56875,Sacramento Soleil LLC,CA,Sacramento,TBD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,1,1,8,2008,,,,Y,,,,,,,205,45,1.3,,Y,,,,,N, ,N, 
59100,"Sunlight General Solar Fund II, LLC",56877,Hall's Warehouse Solar Project,NJ,Middlesex,TBD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,1.6,1.6,2,2009,,,,Y,,,,,,,192,5,1.8,,Y,,,,,Y,1.8,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,6,2006,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,6,2006,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,,195,25,0.1,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,,195,25,0.1,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.2,0.2,0.2,12,2007,,,,Y,,,,,,,195,25,0.3,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN 9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.1,0.1,0.1,12,2007,,,,Y,,,,,,,195,25,0.1,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56883,Pennsauken Solar,NJ,Camden,GEN10,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.4,2.4,2.4,2,2018,,,,Y,,,,,,,195,25,3.2,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,,0,20,0.5,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,,0,20,0.5,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,,0,20,0.5,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56888,Warren County Solar,NJ,Warren,GEN 4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,6,2012,,Y,,,,,,,,,0,20,0.5,Y,,,,,,N, ,N, 
57249,EPP Renewable Energy,56889,PPL Renewable Energy Merck Solar,NJ,Union,GEN 1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.7,1.7,1.7,5,2009,,Y,,,,,,,,,0,20,1.8,Y,,,,,,N, ,N, 
57044,"Constellation Solar New Jersey, LLC",56900,Atlantic City Convention Center,NJ,Atlantic,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.3,12,2008,,,,Y,,,,,,,200,10,0.6,Y,,,,,,Y,0.4,N, 
57044,"Constellation Solar New Jersey, LLC",56900,Atlantic City Convention Center,NJ,Atlantic,2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.3,12,2008,,,,Y,,,,,,,200,10,0.6,Y,,,,,,Y,0.4,N, 
57044,"Constellation Solar New Jersey, LLC",56900,Atlantic City Convention Center,NJ,Atlantic,3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.3,12,2008,,,,Y,,,,,,,200,10,0.6,Y,,,,,,Y,0.4,N, 
57044,"Constellation Solar New Jersey, LLC",56900,Atlantic City Convention Center,NJ,Atlantic,4,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.3,12,2008,,,,Y,,,,,,,200,10,0.6,Y,,,,,,Y,0.4,N, 
61944,Goldman Sachs Renewable Power LLC,56909,Gap Pacific Distribution Center,CA,Fresno,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,,90, ,0.4,Y,,,,,,Y,0.3,N, 
61944,Goldman Sachs Renewable Power LLC,56909,Gap Pacific Distribution Center,CA,Fresno,2,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,,90, ,0.3,Y,,,,,,Y,0.3,N, 
61944,Goldman Sachs Renewable Power LLC,56909,Gap Pacific Distribution Center,CA,Fresno,3,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,,90, ,0.3,Y,,,,,,Y,0.3,N, 
61944,Goldman Sachs Renewable Power LLC,56909,Gap Pacific Distribution Center,CA,Fresno,4,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.3,0.3,10,2008,,Y,,,,,,,,,90, ,0.3,Y,,,,,,Y,0.3,N, 
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2008,,Y,,,,,,,,,90, ,0.5,Y,,,,,,N, ,N, 
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,12,2008,,Y,,,,,,,,,90, ,0.5,Y,,,,,,N, ,N, 
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,8,2010,,Y,,,,,,,,,90, ,0.5,Y,,,,,,N, ,N, 
56128,SAS Institute Inc,56915,SAS Solar Farm,NC,Wake,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,8,2010,,Y,,,,,,,,,90, ,0.5,Y,,,,,,N, ,N, 
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",CA,Imperial,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,101,101,101,11,2013,,Y,,,,,,,,,180,0,129.3,,Y,,,,,N, ,N, 
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",CA,Imperial,1A,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,64.6,64.6,64.6,12,2013,,Y,,,,,,,,,180,0,82.7,,Y,,,,,N, ,N, 
56167,"Imperial Valley Solar, LLC",56917,"Imperial Valley Solar, LLC",CA,Imperial,1B,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,34.3,34.3,34.3,3,2014,,Y,,,,,,,,,180,0,43.9,,Y,,,,,N, ,N, 
56431,SunE U6 Holdings LLC,56922,WWRF Solar Plant,CO,Garfield,EAST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.4,0.4,2,2009,,Y,N,,,,,,,,90, ,0.5,Y,,,,,,Y,0.5,N, 
56431,SunE U6 Holdings LLC,56922,WWRF Solar Plant,CO,Garfield,WEST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1,0.9,0.9,2,2009,,Y,,,,,,,,,90, ,1.7,Y,,,,,,Y,1,N, 
6452,Florida Power & Light Co,56929,DeSoto Next Generation Solar Energy,FL,DeSoto,1,OP,Solar Photovoltaic,PV,Electric Utility,1,25,25,25,10,2009,,Y,,,,,,,,,90, ,27.6,Y,,,,,,N, ,N, 
6452,Florida Power & Light Co,56930,Space Coast Next Gen Solar Energy,FL,Brevard,1,OP,Solar Photovoltaic,PV,Electric Utility,1,10,10,10,4,2010,,,,Y,,,,,,,180,20,11.5,Y,,,,,,N, ,N, 
56183,SunE NC Progress 1 LLC,56938,SunEdison LV Sutton Plant Site,NC,New Hanover,NCP1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,12,2008,,Y,,,,,,,,,90, ,1.2,Y,,,,,,N, ,N, 
59399,NRG Solar Blythe,56939,Solar Blythe LLC,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,21,21,21,12,2009,,,,Y,,,,,,,180,24,26.4,,Y,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,56944,CM10,NV,Clark,PV01,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10,10,10,12,2008,,,,Y,,,,,,,180,25,12.4,,Y,,,,,N, ,N, 
